1,898,12,0.013363,6,6,1,0,0.512434,0.55051,2.05204,10.5387,7.63684,5,317.604,1.03562,5806.84,0.545437,0.800121,1.68049,0.918334,0.24561
2,452,270,0.597345,198,64,77,0.00333083,0.648946,0.298289,2.79569,35.9607,5.88484,13,9.20574,1.43986,5.21602,0,0.241039,2.54536,0.292919,0.246543
3,690,15,0.0217391,6,9,4,0.00226449,0.991231,0.545228,1.84248,16.9353,14.5422,2,726.892,1.59176,4584.47,13.3766,3.25023,20.9762,0.96229,0.429476
4,20,4,0.2,0,4,4,0,0.970951,0.985475,1.74644,4.62387,3.69304,2,0,0,0,0,0,0,0,0.432538
5,286,9,0.0314685,0,9,3,0,0.877845,0.803858,2.356,26.011,43.7984,2,0,0,0,0,0,0,0,0.0877261
6,699,9,0.0128755,9,0,0,0.00228898,0.929318,0.698151,1.61867,2.22476,1.64903,2,1.88803,0.573266,4.72049,3.16874,2.15126,14.3769,0.344851,0.602751
7,106,10,0.0943396,10,0,1,0,0.992126,0.556012,2.93796,5.09461,0.741673,6,815.446,0.515177,527778,2045.06,0.599992,0.0485807,0.987034,0.937511
8,690,15,0.0217391,6,9,4,0.00226449,0.991231,0.545228,1.84248,16.9353,14.5422,2,726.892,1.59176,4584.47,13.3766,3.25023,20.9762,0.96229,0.429476
9,690,15,0.0217391,6,9,4,0.00226449,0.991231,0.545228,1.84248,16.9353,14.5422,2,726.892,1.59176,4584.47,13.3766,3.25023,20.9762,0.96229,0.429476
10,540,33,0.0611111,17,16,6,0.028268,0.982474,0.58618,1.96719,48.3016,48.8273,2,540.492,1.04543,1245.87,1.28893,1.21134,11.0373,0.997218,0.088595
11,366,34,0.0928962,1,33,1,6.25E-04,0.941057,0.618117,3.19669,5.52394,1.73537,6,12.354,0.375706,0,0,0,0,0,0.530252
12,748,4,0.00534759,4,0,0,0,0.791645,0.302437,1.26403,113.65,67.8166,2,408.816,0.899783,4845.5,32.5902,2.02869,7.15861,0.999818,0.0600688
13,132,8,0.0606061,7,1,1,0.0395623,0.684038,0.689354,1.68065,18.9909,27.9452,2,3.31247,0.320611,1.19526,0.289333,0.507754,1.1093,0.48555,0.160539
14,336,7,0.0208333,7,0,2,0,0.729582,0.642723,2.79232,5.51974,1.52213,8,0.0918306,0.17516,0.00479468,0,0.15147,2.24742,0.597272,0.522563
15,194,28,0.14433,2,26,14,0,0.84878,0.639315,3.50185,12.022,4.51125,8,836.592,1.84411,103589,821.013,2.00237,5.50606,0.999041,0.444211
16,214,9,0.0420561,9,0,0,0,0.841998,0.516106,2.81128,11.8766,3.46359,6,0.556008,0.81442,-0.0873468,-0.149033,0.523033,3.16752,0.672004,0.424368
17,306,3,0.00980392,2,1,0,0,0.833765,0.702151,2.58382,44.7237,93.8743,2,9.05882,0.934044,-4.90708,-0.559045,1.54991,5.38201,0.675225,0.0430877
18,160,4,0.025,4,0,0,0,0.956152,0.858197,2.67706,7.63006,5.84838,3,0.886045,0.4336,-0.00251572,-0.00291283,0.19947,-1.28374,0.349706,0.210445
19,303,13,0.0429043,6,7,3,0.00117869,0.994265,0.759097,2.02292,10.6333,11.0002,2,16.7437,0.554183,10.7026,0.436327,0.595414,1.37381,0.764097,0.213976
20,303,13,0.0429043,6,7,3,0.00117869,0.994265,0.759097,2.02292,10.6333,11.0002,2,16.7437,0.554183,10.7026,0.436327,0.595414,1.37381,0.764097,0.213976
21,294,13,0.0442177,6,7,3,0.0767736,0.943134,0.582287,1.73005,13.9352,11.6421,2,21.6411,0.398481,-125.317,-4.55988,0.614204,1.10558,0,0.269244
22,155,19,0.122581,6,13,13,0.0393548,0.734645,0.726691,1.51146,12.7659,13.5771,2,29.8453,0.498565,49.8867,0.101404,1.22583,3.12212,0.757568,0.2042
23,3279,1558,0.475145,3,1555,1555,5.31E-04,0.584191,0.0599146,0.639583,119.23,11.283,2,60.3595,0.846446,539.905,9.42541,2.94091,22.6818,0.856748,0.371988
24,351,34,0.0968661,33,0,1,0,0.941829,0.803266,2.13016,12.3851,15.6267,2,0.526849,2.75005,0.0365587,0.0282389,-0.329031,-0.250557,0.352103,0.314282
25,150,4,0.0266667,4,0,0,0,1,0.908993,2.14156,1.7927,0.629555,3,0.358066,0.136617,0.434669,1.5495,0.117992,-0.0904538,0.776771,0.871369
26,9961,14,0.00140548,14,0,0,0,0.988058,0.742245,4.08407,13.9554,4.24175,9,1.33403,2.33281,-0.0788006,-0.0306437,0.0494166,-0.258634,0.804401,0.337732
27,24,4,0.166667,0,4,3,0,0.836668,1,2.22115,5.2795,3.56348,3,0,0,0,0,0,0,0,0.548795
28,32,56,1.75,0,56,13,0,0.9887,0.717388,2.47583,10.3407,5.99686,3,0,0,0,0,0,0,0,0.346176
29,148,18,0.121622,3,15,9,0,0.613839,0.726835,2.14856,8.85564,6.64263,4,0.758061,0.324205,0.25904,0.190366,1.59951,9.92783,0.89288,0.327353
30,19020,10,5.26E-04,10,0,0,0,0.935515,0.494846,1.68411,26.1938,20.9602,2,29.5776,8.81862,2.36407,0.20911,0.565126,2.28198,0.52148,0.146178
31,961,5,0.00520291,3,2,1,0.0143947,0.996059,0.548284,1.93718,7.8525,7.41641,2,4.96601,0.231934,0.908934,0.268463,1.74857,69.1473,0.977887,0.272234
32,2000,76,0.038,76,0,0,0,1,0.741536,4.31416,18.1448,5.41969,10,0.0533433,0.446238,3.61E-04,0.00728435,0.307644,0.0862259,0.231721,0.492662
33,2000,64,0.032,64,0,0,0,1,0.710919,4.28353,20.1116,5.82175,10,1.73843,9.14484,0.016634,0.00371376,0.0275064,0.0834364,0.245204,0.4269
34,2000,47,0.0235,47,0,0,0,1,0.692635,4.16501,13.0417,3.30991,10,29.2181,0.467615,1.17076,1.48635,0.523902,0.606567,0.344529,0.374279
35,106,57,0.537736,0,57,0,0,1,0.973166,2.88479,16.25,30.6279,2,0,0,0,0,0,0,0,0.347298
36,8124,21,0.00258493,0,21,5,0,0.999068,0.666329,2.28628,4.85457,6.2547,2,0,0,0,0,0,0,0,0.90692
37,6598,166,0.0251591,166,0,0,0,0.620099,0.731571,1.7598,31.3036,57.5342,2,79.4667,2.96253,184.594,2.31566,0.477296,3.11468,0.351724,0.103556
38,5620,64,0.0113879,62,0,3,0,0.999971,0.583847,4.03167,15.4302,3.29727,10,2.73397,2.23615,0.0136831,0,2.32769,32.7731,0.25994,0.402703
39,195,22,0.112821,22,0,0,0,0.805125,0.550189,1.60282,10.8315,10.7315,2,8.46131,0.46322,12.6227,0.194765,1.31878,3.4514,0.7174,0.269659
40,90,8,0.0888889,0,8,2,0,0.618505,0.769569,2.06091,49.7102,54.7959,3,0,0,0,0,0,0,0,0.03238941,
41,768,8,0.0104167,8,0,0,0,0.933134,0.498183,1.68768,26.6201,21.5254,2,25.7986,0.599563,101.385,2.98631,0.449542,2.82696,0.898768,0.128882
42,339,17,0.0501475,0,17,14,0,0.829571,0.663251,4.1982,21.0446,3.20231,21,0,0,0,0,0,0,0,0.323486
43,625,4,0.0064,4,0,0,0,0.831639,0.96023,2.72585,11.543,12.3278,3,1.32652,0.459429,0,0,0.049864,-1.02938,0.373893,0.0866324
44,208,60,0.288462,60,0,0,0,0.99673,0.696854,2.07229,34.4515,37.1761,2,0.139542,0.592665,0.00106154,0.00818069,0.881336,1.57929,0.334908,0.114379
45,349,44,0.126074,44,0,0,0,0.844613,0.539405,1.65154,17.5923,16.8074,2,7.56934,0.118151,26.2473,3.88984,-1.0469,2.47415,0.266409,0.17645
46,270,13,0.0481481,13,0,4,0,0.991076,0.77096,1.96906,10.9762,10.8312,2,8.1518,0.766612,2.43424,0.14465,0.379592,0.649442,0.755327,0.205386
47,846,18,0.0212766,18,0,0,0,0.999533,0.706465,2.96924,13.3674,6.48738,4,19.8361,0.21538,240.631,7.29813,0.581918,2.18002,0.909739,0.284266
48,151,5,0.0331126,1,4,2,0,0.999721,0.783315,3.53829,8.05777,9.9355,3,12.8709,0.461803,0,0,0,0,0,0.27368
49,958,9,0.00939457,0,9,0,0,0.930954,0.970393,2.45016,49.4505,80.6975,2,0,0,0,0,0,0,0,0.0936531
50,10,29,2.9,6,23,16,0,1,0.806072,1.90336,3.75681,3.39375,2,0.488043,0.248099,0.0103704,0,0.610614,-1.27391,0.608882,1
51,435,16,0.0367816,0,16,16,0,0.962308,0.956603,1.67715,3.98037,2.95677,2,0,0,0,0,0,0,0,0.726068
52,990,13,0.0131313,10,3,2,0,1,0.878708,4.74314,17.4793,6.48615,11,0.559729,2.21413,-0.049319,-0.0918707,0.0541071,-0.472283,0.501584,0.474073
53,178,13,0.0730337,13,0,0,0,0.988555,0.831743,2.513,4.21068,2.54275,3,14.2459,0.207467,26.3319,1.36725,0.560269,0.324403,0.993061,0.397732
54,101,16,0.158416,1,15,15,0,0.851535,0.816238,2.69186,4.36897,0.550661,7,0.97309,0.378697,0,0,0,0,0,1
55,368,21,0.0570652,9,12,1,0.104125,0.950338,0.71862,2.31382,22.846,32.9627,2,9.88159,0.56846,14.2812,0.973006,0.904914,1.37837,0.816182,0.156271
56,108,6,0.0555556,3,3,0,0.0568783,0.691784,0.670174,2.02913,5.69458,5.00949,3,128.83,0.189652,1856.35,25.9793,0.527535,0.620387,0.981473,0.433742
57,3772,27,0.00715801,6,21,21,0.020281,0.233309,0.303877,0.837426,120.647,95.0504,4,15.7304,0.577034,26.2546,0.73166,1.53594,22.4896,0.544965,0.502829
58,736,17,0.0230978,14,3,3,0.0338164,0.974226,0.703273,3.49913,14.6375,8.0079,5,118.391,0.418688,247.07,3.19456,0.408784,2.35727,0.965336,0.372019
59,412,8,0.0194175,4,4,1,0.0248112,0.396134,0.602793,2.14916,21.1442,19.6304,7,198.96,0.411545,2441.6,20.2505,0.502696,0.387279,0.84947,0.15234
60,285,6,0.0210526,3,3,1,0.0135338,0.881707,0.943383,3.73246,16.3575,8.24548,7,6.68329,0.327315,4.32968,1.16499,-0.14139,-0.957481,0.992095,0.347722
61,1340,16,0.0119403,15,1,0,8.78E-04,0.340764,0.542734,1.36063,5.1014,7.7485,3,280.286,0.32764,72460.6,147.401,0.248264,0.36957,0.90078,0.361028
